Date,Open,High,Low,Close,Adj Close,Volume
2020-05-15,1126.000000,1126.000000,1065.500000,1068.400024,1057.714478,198464
2020-05-18,1105.000000,1140.000000,1090.000000,1107.650024,1096.571899,443122
2020-05-19,1118.800049,1145.849976,1115.000000,1125.000000,1113.748291,194622
2020-05-20,1143.000000,1175.000000,1135.000000,1160.000000,1148.398315,196273
2020-05-21,1168.400024,1168.949951,1121.550049,1125.349976,1114.094849,96161
2020-05-22,1130.000000,1141.449951,1088.099976,1122.650024,1111.421875,68579
2020-05-26,1124.050049,1146.000000,1124.000000,1137.550049,1126.172852,58622
2020-05-27,1141.000000,1143.849976,1115.449951,1121.650024,1110.431885,71847
2020-05-28,1133.300049,1137.199951,1121.349976,1129.800049,1118.500366,45404
2020-05-29,1125.000000,1191.000000,1125.000000,1171.300049,1159.585327,177649
2020-06-01,1182.050049,1207.000000,1166.000000,1188.199951,1176.316162,153012
2020-06-02,1193.000000,1233.000000,1176.500000,1204.199951,1192.156128,159982
2020-06-03,1225.000000,1238.500000,1208.250000,1230.500000,1218.193237,80426
2020-06-04,1232.000000,1294.900024,1226.449951,1279.099976,1266.307129,195408
2020-06-05,1291.000000,1339.050049,1286.300049,1331.349976,1318.034546,142173
2020-06-08,1345.000000,1359.949951,1317.150024,1329.750000,1316.450562,250902
2020-06-09,1339.750000,1391.099976,1330.000000,1365.800049,1352.140015,184115
2020-06-10,1379.000000,1385.000000,1325.000000,1338.900024,1325.509033,39804
2020-06-11,1339.949951,1365.000000,1305.250000,1317.750000,1304.570557,76200
2020-06-12,1260.000000,1354.000000,1254.000000,1339.099976,1325.707031,174304
2020-06-15,1348.000000,1358.050049,1303.000000,1309.599976,1296.502075,83363
2020-06-16,1329.949951,1344.900024,1280.000000,1311.199951,1298.086060,85808
2020-06-17,1296.500000,1329.000000,1291.099976,1317.500000,1304.322998,58738
2020-06-18,1318.199951,1345.000000,1301.500000,1334.500000,1321.153076,81363
2020-06-19,1341.000000,1351.949951,1320.599976,1343.050049,1329.617554,77745
2020-06-22,1343.000000,1352.349976,1295.000000,1299.699951,1286.701050,102245
2020-06-23,1301.000000,1312.949951,1280.000000,1297.400024,1284.424072,126512
2020-06-24,1308.500000,1308.500000,1275.000000,1281.349976,1268.534546,90317
2020-06-25,1280.000000,1290.000000,1238.800049,1261.150024,1248.536621,87600
2020-06-26,1270.000000,1328.949951,1265.550049,1296.500000,1283.533081,263369
2020-06-29,1297.000000,1318.000000,1275.000000,1296.849976,1283.879517,90756
2020-06-30,1315.000000,1315.000000,1280.000000,1283.050049,1270.217651,61584
2020-07-01,1288.000000,1306.550049,1265.000000,1298.699951,1285.711060,206827
2020-07-02,1298.699951,1309.300049,1285.000000,1297.699951,1284.721069,258938
2020-07-03,1304.000000,1306.000000,1290.099976,1295.099976,1282.147095,64345
2020-07-06,1306.000000,1315.000000,1295.000000,1299.800049,1286.800171,59898
2020-07-07,1308.699951,1367.400024,1298.250000,1349.800049,1336.300049,331518
2020-07-08,1336.750000,1394.000000,1336.000000,1390.050049,1390.050049,297254
2020-07-09,1399.000000,1430.000000,1397.000000,1406.300049,1406.300049,240767
2020-07-10,1400.000000,1439.900024,1390.000000,1411.699951,1411.699951,99149
2020-07-13,1429.000000,1457.099976,1420.050049,1439.000000,1439.000000,153471
2020-07-14,1444.300049,1467.500000,1425.000000,1439.250000,1439.250000,177879
2020-07-15,1450.250000,1476.000000,1436.050049,1460.300049,1460.300049,128640
2020-07-16,1480.000000,1517.949951,1428.000000,1441.699951,1441.699951,268125
2020-07-17,1386.000000,1404.750000,1341.150024,1380.599976,1380.599976,526150
2020-07-20,1360.000000,1415.199951,1351.250000,1410.349976,1410.349976,158841
2020-07-21,1410.349976,1460.000000,1410.349976,1443.199951,1443.199951,133860
2020-07-22,1410.000000,1439.949951,1406.000000,1415.900024,1415.900024,63668
2020-07-23,1415.000000,1432.800049,1389.349976,1399.400024,1399.400024,87516
2020-07-24,1397.949951,1449.400024,1380.449951,1439.500000,1439.500000,338325
2020-07-27,1439.500000,1457.849976,1405.000000,1432.849976,1432.849976,168367
2020-07-28,1435.000000,1472.000000,1435.000000,1455.300049,1455.300049,92342
2020-07-29,1455.300049,1523.000000,1445.000000,1493.650024,1493.650024,319850
2020-07-30,1505.000000,1530.000000,1493.099976,1504.150024,1504.150024,241608
2020-07-31,1524.000000,1524.000000,1473.500000,1511.349976,1511.349976,231823
2020-08-03,1500.000000,1544.000000,1500.000000,1534.949951,1534.949951,78516
2020-08-04,1550.000000,1588.949951,1511.000000,1517.599976,1517.599976,73143
2020-08-05,1529.650024,1538.000000,1506.500000,1532.650024,1532.650024,98878
2020-08-06,1539.650024,1564.949951,1530.500000,1561.849976,1561.849976,74729
2020-08-07,1563.000000,1625.000000,1550.000000,1592.949951,1592.949951,263761
2020-08-10,1604.000000,1636.949951,1594.699951,1630.199951,1630.199951,85839
2020-08-11,1630.199951,1653.000000,1581.650024,1589.750000,1589.750000,176501
2020-08-12,1589.750000,1597.949951,1552.800049,1569.150024,1569.150024,159308
2020-08-13,1575.000000,1606.949951,1575.000000,1594.699951,1594.699951,112215
2020-08-14,1585.000000,1617.099976,1551.050049,1564.900024,1564.900024,39864
2020-08-17,1570.000000,1588.000000,1526.800049,1545.199951,1545.199951,44095
2020-08-18,1545.050049,1594.000000,1545.050049,1588.199951,1588.199951,69345
2020-08-19,1590.000000,1606.500000,1589.000000,1600.199951,1600.199951,37075
2020-08-20,1590.000000,1615.000000,1565.000000,1580.650024,1580.650024,52330
2020-08-21,1581.099976,1612.699951,1573.550049,1604.550049,1604.550049,93948
2020-08-24,1612.000000,1631.900024,1574.900024,1579.550049,1579.550049,164561
2020-08-25,1596.900024,1596.900024,1518.650024,1545.000000,1545.000000,122075
2020-08-26,1559.000000,1559.000000,1521.199951,1540.550049,1540.550049,89898
2020-08-27,1549.000000,1564.500000,1530.000000,1538.050049,1538.050049,77022
2020-08-28,1544.500000,1559.000000,1525.050049,1534.650024,1534.650024,81092
2020-08-31,1540.000000,1585.000000,1508.000000,1565.150024,1565.150024,105158
2020-09-01,1585.000000,1585.000000,1512.000000,1534.500000,1534.500000,99410
2020-09-02,1549.150024,1563.699951,1515.150024,1528.900024,1528.900024,133326
2020-09-03,1539.900024,1612.000000,1536.500000,1577.699951,1577.699951,179443
2020-09-04,1545.000000,1582.500000,1538.750000,1563.000000,1563.000000,54791
2020-09-07,1560.199951,1576.250000,1515.000000,1520.849976,1520.849976,229976
2020-09-08,1520.849976,1530.000000,1497.000000,1499.949951,1499.949951,113468
2020-09-09,1484.949951,1513.650024,1464.099976,1491.099976,1491.099976,83095
2020-09-10,1492.000000,1519.650024,1487.699951,1497.500000,1497.500000,48443
2020-09-11,1506.000000,1540.000000,1473.650024,1524.199951,1524.199951,97579
2020-09-14,1528.000000,1613.800049,1528.000000,1592.650024,1592.650024,218018
2020-09-15,1609.449951,1640.500000,1604.000000,1618.900024,1618.900024,137386
2020-09-16,1631.349976,1669.900024,1625.000000,1646.199951,1646.199951,87116
2020-09-17,1641.000000,1697.849976,1617.000000,1668.050049,1668.050049,119311
2020-09-18,1670.000000,1687.000000,1638.000000,1673.050049,1673.050049,58677
2020-09-21,1666.000000,1683.900024,1663.000000,1665.000000,1665.000000,758773
2020-09-22,1670.000000,1670.000000,1575.000000,1628.250000,1628.250000,136652
2020-09-23,1674.800049,1685.300049,1612.000000,1625.099976,1625.099976,224951
2020-09-24,1609.949951,1619.949951,1573.300049,1598.949951,1598.949951,98907
2020-09-25,null,null,null,null,null,null
2020-09-28,1599.000000,1649.800049,1599.000000,1641.300049,1641.300049,81052
